employee_id,age,gender,department,job_role,job_level,years_at_company,monthly_income,overtime,job_satisfaction,engagement_score,performance_rating,attrition,review_month
EMP0590,50,Female,Sales,Business Development,4,7,125500,No,4,83,4.9,No,2026-11
EMP0591,40,Female,Technology,IT Support,2,3,83000,No,2,87,3.9,Yes,2026-11
EMP0592,40,Female,Finance,Accountant,2,3,74000,No,3,83,4.1,No,2026-11
EMP0593,31,Male,Sales,Account Executive,2,5,76500,No,4,82,3.3,No,2026-05
EMP0594,55,Female,HR,Recruiter,5,5,143500,Yes,3,74,3.8,No,2026-04
EMP0595,54,Male,Technology,IT Support,3,9,110000,Yes,3,75,3.8,No,2026-12
EMP0596,31,Male,Technology,IT Support,3,5,101000,No,4,79,3.9,No,2026-05
EMP0597,33,Non-binary,Technology,IT Support,2,0,69500,No,1,71,3.6,No,2026-10
EMP0598,50,Male,Technology,IT Support,2,6,75000,No,2,61,3.5,No,2026-11
EMP0599,29,Male,Finance,Financial Analyst,4,9,128000,Yes,3,61,2.5,Yes,2026-02
EMP0600,44,Female,Technology,IT Support,2,6,68000,No,1,63,3.8,Yes,2026-06
EMP0601,35,Female,HR,Recruiter,3,4,95500,Yes,2,60,2.4,No,2026-10
EMP0602,37,Male,HR,HR Business Partner,1,0,43000,No,3,61,3.8,No,2026-05
EMP0603,35,Non-binary,Technology,Software Engineer,4,7,121000,No,3,84,4.0,No,2026-08
EMP0604,36,Male,Technology,IT Support,2,3,72500,No,4,84,2.9,No,2026-07
EMP0605,40,Male,Sales,Business Development,4,7,132500,No,3,68,2.4,No,2026-05
EMP0606,48,Female,Operations,Coordinator,2,6,83500,Yes,4,81,3.3,No,2026-04
EMP0607,34,Male,Operations,Operations Analyst,1,2,46000,No,3,74,3.1,No,2026-08
EMP0608,29,Male,Finance,Financial Analyst,2,6,82500,No,3,97,4.9,No,2026-10
EMP0609,54,Male,Sales,Sales Manager,2,6,76000,No,4,72,4.3,No,2026-03
EMP0610,26,Female,Technology,Data Analyst,2,3,78000,No,1,65,2.9,No,2026-01
EMP0611,48,Female,Operations,Coordinator,1,5,58500,No,3,76,3.2,No,2026-06
EMP0612,35,Male,Technology,Software Engineer,3,5,91500,No,4,76,5,No,2026-05
EMP0613,27,Female,Sales,Account Executive,3,7,113500,No,1,83,3.2,No,2026-03
EMP0614,36,Non-binary,Technology,Software Engineer,4,4,122000,No,2,67,3.4,No,2026-03
EMP0615,33,Male,Finance,Finance Manager,4,1,113500,No,1,48,2.8,Yes,2026-06
EMP0616,52,Male,HR,HR Business Partner,4,8,125000,No,4,78,3.1,No,2026-04
EMP0617,55,Non-binary,Finance,Financial Analyst,2,3,63000,No,3,76,3.7,No,2026-09
EMP0618,46,Female,Operations,Team Lead,2,9,74000,No,3,65,2.9,Yes,2026-05
EMP0619,58,Female,HR,HR Business Partner,1,0,51500,No,4,79,3.7,No,2026-02
EMP0620,25,Male,Finance,Financial Analyst,3,2,97500,No,3,90,4.3,No,2026-05
EMP0621,52,Male,Finance,Finance Manager,3,5,97000,Yes,3,71,3.5,Yes,2026-12
EMP0622,36,Female,Technology,Software Engineer,1,3,46000,Yes,3,76,3.6,No,2026-11
EMP0623,52,Non-binary,Technology,Software Engineer,1,0,47500,Yes,2,69,4.9,No,2026-06
EMP0624,52,Non-binary,Operations,Operations Analyst,2,8,79500,No,4,79,4.4,No,2026-03
EMP0625,44,Non-binary,Technology,Software Engineer,2,3,70500,Yes,2,55,3.3,No,2026-06
EMP0626,55,Non-binary,Operations,Team Lead,2,4,75000,No,4,81,2.8,No,2026-06
EMP0627,40,Non-binary,Sales,Business Development,3,6,106500,No,2,62,3.4,No,2026-12
EMP0628,48,Male,Sales,Sales Manager,1,2,58000,No,3,82,2.0,No,2026-01
EMP0629,38,Male,Finance,Accountant,1,0,50000,Yes,4,77,3.0,No,2026-07
EMP0630,50,Non-binary,Sales,Account Executive,3,7,98000,No,3,88,3.8,No,2026-10
EMP0631,41,Female,Finance,Accountant,4,6,123000,Yes,3,78,3.8,No,2026-07
EMP0632,56,Female,Technology,IT Support,3,4,96000,No,4,80,3.5,No,2026-06
EMP0633,41,Non-binary,Operations,Coordinator,1,0,53500,No,3,91,4.1,No,2026-11
EMP0634,50,Male,Technology,Data Analyst,2,7,73000,Yes,2,50,3.2,Yes,2026-05
EMP0635,34,Non-binary,Technology,Data Analyst,3,3,90000,No,3,74,5,No,2026-02
EMP0636,27,Non-binary,Operations,Operations Analyst,3,7,100500,Yes,4,68,3.1,Yes,2026-05
EMP0637,48,Male,Technology,IT Support,3,5,93500,Yes,2,67,3.3,No,2026-08
EMP0638,34,Male,Operations,Operations Analyst,1,4,45000,No,2,78,3.5,No,2026-01
EMP0639,53,Female,Sales,Account Executive,5,9,145500,No,1,57,3.3,Yes,2026-06
EMP0640,44,Female,Sales,Sales Manager,5,12,148500,No,1,72,3.8,No,2026-08
EMP0641,35,Male,Operations,Operations Analyst,2,5,80000,No,4,92,3.9,No,2026-11
EMP0642,43,Female,Sales,Account Executive,2,6,75000,No,1,47,3.1,No,2026-02
EMP0643,47,Female,Technology,Data Analyst,3,8,100500,No,3,52,4.1,Yes,2026-12
EMP0644,53,Non-binary,Operations,Operations Analyst,2,6,71500,No,3,83,4.0,No,2026-04
EMP0645,28,Female,HR,Recruiter,4,1,111500,No,2,57,3.5,No,2026-04
EMP0646,43,Female,Technology,Software Engineer,5,9,144500,No,4,83,3.4,No,2026-11
EMP0647,37,Female,HR,HR Analyst,2,2,65500,No,2,46,3.3,No,2026-03
EMP0648,54,Female,Sales,Business Development,4,7,124000,Yes,1,58,2.9,No,2026-12
EMP0649,31,Non-binary,Finance,Accountant,1,0,47500,No,3,81,3.6,No,2026-12
EMP0650,57,Female,HR,HR Analyst,1,0,42500,Yes,3,71,3.8,Yes,2026-10
EMP0651,28,Non-binary,Finance,Financial Analyst,4,8,127500,No,2,81,3.2,No,2026-11
EMP0652,26,Male,Technology,Data Analyst,1,4,61000,No,3,83,3.6,No,2026-03
EMP0653,28,Female,Operations,Team Lead,2,5,72000,No,2,72,3.8,No,2026-11
EMP0654,34,Female,Operations,Team Lead,3,7,98000,No,3,65,4.1,No,2026-08
EMP0655,36,Male,Sales,Business Development,2,2,70500,No,3,79,3.6,No,2026-12
EMP0656,50,Male,Technology,IT Support,4,5,106000,Yes,3,72,4.0,No,2026-07
EMP0657,22,Female,Operations,Operations Analyst,1,2,44000,No,3,79,3.9,No,2026-11
EMP0658,27,Male,Operations,Operations Analyst,5,7,143000,Yes,4,81,3.6,No,2026-09
EMP0659,23,Non-binary,Technology,Software Engineer,1,3,61500,Yes,1,60,4.1,No,2026-11
EMP0660,45,Non-binary,Sales,Account Executive,1,1,46000,No,4,67,3.7,No,2026-11
EMP0661,53,Female,Sales,Sales Manager,3,7,103000,Yes,3,81,3.9,No,2026-02
EMP0662,57,Female,Technology,IT Support,3,7,112000,No,3,72,2.7,No,2026-07
EMP0663,46,Male,HR,Recruiter,1,0,51000,No,3,69,3.8,No,2026-03
EMP0664,36,Non-binary,Finance,Accountant,3,2,103500,No,4,84,2.5,No,2026-10
EMP0665,27,Female,Operations,Operations Analyst,1,0,42000,Yes,3,70,2.8,No,2026-07
EMP0666,56,Non-binary,Operations,Coordinator,3,4,97500,No,3,52,3.4,Yes,2026-08
EMP0667,53,Non-binary,Technology,IT Support,1,1,54500,No,1,53,2.7,No,2026-01
EMP0668,28,Male,Sales,Sales Manager,2,3,73500,Yes,3,86,4.4,No,2026-06
EMP0669,39,Male,Sales,Business Development,1,0,48000,No,2,68,3.3,Yes,2026-10
EMP0670,46,Female,Technology,Data Analyst,2,6,73000,Yes,2,49,3.6,No,2026-06
EMP0671,45,Male,Technology,Data Analyst,1,5,52000,No,4,82,2.6,No,2026-03
EMP0672,36,Non-binary,Sales,Business Development,2,0,67500,Yes,4,67,2.9,No,2026-12
EMP0673,36,Non-binary,Technology,IT Support,4,12,138500,No,4,75,3.4,No,2026-06
EMP0674,31,Female,Sales,Account Executive,3,6,102000,Yes,3,77,3.7,Yes,2026-06
EMP0675,37,Male,Technology,IT Support,4,7,127000,No,3,74,4.0,No,2026-01
EMP0676,35,Male,HR,HR Analyst,3,5,103500,No,3,77,3.5,No,2026-11
EMP0677,47,Female,Technology,Data Analyst,2,8,80000,No,2,70,4.4,No,2026-02
EMP0678,53,Female,HR,Recruiter,4,7,126000,No,3,58,3.2,No,2026-12
EMP0679,36,Female,HR,Recruiter,5,8,150000,Yes,2,63,3.0,No,2026-08
EMP0680,35,Male,HR,HR Business Partner,1,0,43500,No,4,77,3.6,No,2026-08
EMP0681,44,Female,Finance,Financial Analyst,2,6,77500,No,1,56,3.4,Yes,2026-07
EMP0682,46,Female,Technology,IT Support,3,4,109500,Yes,4,65,3.3,No,2026-01
EMP0683,51,Female,Technology,IT Support,5,4,140000,No,4,53,4.3,Yes,2026-09
EMP0684,25,Male,Sales,Business Development,4,5,122500,No,3,67,4.4,No,2026-01
EMP0685,47,Non-binary,Sales,Business Development,2,3,74000,No,3,62,2.8,Yes,2026-10
EMP0686,56,Non-binary,Technology,Data Analyst,2,0,62000,Yes,3,60,2.9,No,2026-05
EMP0687,56,Non-binary,Operations,Coordinator,2,4,73000,Yes,3,53,2.1,No,2026-09
EMP0688,44,Male,Technology,IT Support,2,0,67500,No,3,79,4.6,No,2026-10
EMP0689,37,Male,Technology,Software Engineer,2,2,70000,Yes,2,41,3.3,Yes,2026-02
EMP0690,57,Non-binary,Sales,Account Executive,2,7,69000,Yes,3,73,3.5,No,2026-06
EMP0691,57,Non-binary,Sales,Sales Manager,2,3,77500,No,3,68,3.2,No,2026-09
EMP0692,36,Female,HR,HR Business Partner,3,6,108500,Yes,2,82,3.4,No,2026-05
EMP0693,29,Male,Operations,Team Lead,4,6,133000,No,3,78,3.4,No,2026-04
EMP0694,42,Male,Sales,Account Executive,3,8,101000,No,3,60,2.6,No,2026-10
EMP0695,39,Male,HR,HR Analyst,2,3,75000,Yes,4,67,4.6,No,2026-02
EMP0696,37,Male,Technology,IT Support,3,8,94000,No,3,76,3.5,No,2026-07
EMP0697,29,Male,Finance,Financial Analyst,5,9,147500,No,4,86,3.8,No,2026-07
EMP0698,50,Male,Finance,Accountant,2,3,82000,Yes,1,38,2.0,No,2026-10
EMP0699,46,Female,Finance,Accountant,1,1,42000,Yes,2,72,3.8,No,2026-04
EMP0700,38,Female,Technology,IT Support,1,0,50000,Yes,2,48,3.5,No,2026-07
EMP0701,36,Female,Sales,Sales Manager,3,7,107000,No,3,63,3.3,No,2026-11
EMP0702,46,Non-binary,Finance,Finance Manager,4,6,117500,Yes,3,72,2.1,No,2026-06
EMP0703,44,Non-binary,Operations,Coordinator,5,9,156000,Yes,4,39,2.9,No,2026-04
EMP0704,36,Non-binary,Operations,Operations Analyst,3,7,103500,No,4,83,3.8,No,2026-07
EMP0705,55,Non-binary,Operations,Coordinator,1,2,45000,Yes,3,61,3.2,Yes,2026-06
EMP0706,49,Male,Operations,Operations Analyst,1,5,54000,Yes,3,63,3.1,No,2026-07
EMP0707,30,Female,Sales,Account Executive,3,1,95000,Yes,3,78,3.2,Yes,2026-05
EMP0708,47,Male,Technology,IT Support,1,0,45000,No,3,60,1.8,Yes,2026-05
EMP0709,45,Female,Finance,Financial Analyst,5,5,121500,Yes,3,82,4.4,No,2026-07
EMP0710,22,Male,Technology,IT Support,1,0,56500,No,4,71,4.3,No,2026-06
EMP0711,51,Non-binary,Sales,Sales Manager,1,4,66000,No,3,75,3.2,No,2026-01
EMP0712,51,Female,Operations,Team Lead,3,3,94000,No,2,57,2.8,No,2026-07
EMP0713,32,Male,Sales,Business Development,4,8,112000,No,2,75,3.2,No,2026-12
EMP0714,33,Female,Technology,IT Support,3,5,98000,No,3,72,3.1,No,2026-09
EMP0715,36,Female,Operations,Coordinator,3,4,101000,Yes,4,73,2.6,No,2026-04
EMP0716,58,Non-binary,HR,Recruiter,2,5,75000,Yes,3,71,3.0,No,2026-04
EMP0717,41,Female,Technology,IT Support,1,3,66500,No,4,84,4.2,No,2026-03
EMP0718,45,Male,Technology,IT Support,5,13,164000,Yes,4,78,4.5,No,2026-04
EMP0719,26,Male,Technology,Data Analyst,3,4,101500,No,4,84,3.2,No,2026-11
EMP0720,56,Male,Operations,Team Lead,3,4,100500,No,1,53,2.6,Yes,2026-07
EMP0721,55,Male,Finance,Accountant,4,11,128500,Yes,3,76,3.4,No,2026-02
EMP0722,51,Non-binary,Technology,Software Engineer,1,1,56500,No,3,71,3.9,No,2026-01
EMP0723,54,Non-binary,Technology,Software Engineer,4,4,122000,No,4,82,3.8,No,2026-12
EMP0724,58,Male,Technology,IT Support,3,0,84500,Yes,3,58,3.7,Yes,2026-11
EMP0725,49,Male,Sales,Sales Manager,3,4,107000,Yes,3,59,4.2,No,2026-08
EMP0726,47,Non-binary,Technology,IT Support,2,4,66000,No,1,73,3.1,No,2026-06
EMP0727,23,Non-binary,Operations,Operations Analyst,1,0,53000,No,4,66,3.2,No,2026-08
EMP0728,25,Non-binary,Finance,Finance Manager,2,0,73500,Yes,4,81,4.8,No,2026-04
EMP0729,54,Female,Technology,IT Support,2,6,85500,No,3,81,3.9,No,2026-07
EMP0730,49,Female,Technology,Software Engineer,3,3,100000,Yes,2,51,2.5,No,2026-09
EMP0731,54,Male,Technology,Data Analyst,4,7,131000,No,3,74,2.9,No,2026-06
EMP0732,53,Non-binary,Finance,Finance Manager,1,1,51000,No,4,79,2.5,No,2026-09
EMP0733,40,Female,Technology,Software Engineer,2,1,73500,No,2,70,4.1,No,2026-01
EMP0734,34,Female,HR,HR Analyst,1,1,52000,No,2,73,4.5,No,2026-08
EMP0735,31,Non-binary,Sales,Sales Manager,4,5,124000,No,4,98,3.5,No,2026-02
EMP0736,37,Female,Sales,Account Executive,2,5,71000,Yes,3,71,3.1,Yes,2026-06
EMP0737,40,Male,Technology,Software Engineer,3,3,93000,No,3,67,3.2,No,2026-04
EMP0738,47,Female,Operations,Team Lead,2,4,71500,Yes,4,63,2.8,No,2026-05
EMP0739,45,Male,Operations,Operations Analyst,1,0,46000,No,3,66,3.7,No,2026-01
EMP0740,32,Female,Sales,Account Executive,2,0,67000,No,2,88,4.2,No,2026-05
EMP0741,45,Male,Finance,Accountant,1,3,50500,No,4,98,4.0,No,2026-03
EMP0742,58,Male,Finance,Accountant,2,4,80500,No,1,79,2.9,No,2026-11
EMP0743,42,Male,Finance,Finance Manager,2,8,94500,No,3,74,3.8,No,2026-06
EMP0744,22,Male,Technology,Data Analyst,1,2,56500,No,4,80,3.8,Yes,2026-12
EMP0745,34,Non-binary,Operations,Operations Analyst,1,1,48500,No,4,92,3.8,No,2026-02
EMP0746,33,Male,HR,Recruiter,3,5,88000,No,3,77,3.2,No,2026-12
EMP0747,24,Male,Technology,IT Support,3,4,106500,Yes,2,89,3.5,No,2026-07
EMP0748,29,Female,HR,HR Business Partner,5,9,150000,Yes,4,84,2.9,Yes,2026-05
EMP0749,30,Non-binary,Sales,Business Development,2,3,67500,No,2,78,3.7,No,2026-02
EMP0750,40,Non-binary,Operations,Operations Analyst,3,4,106000,Yes,3,56,2.0,No,2026-07
EMP0751,30,Female,Operations,Coordinator,3,8,101000,Yes,3,72,3.9,Yes,2026-04
EMP0752,56,Male,Operations,Team Lead,3,7,104000,Yes,4,81,4.5,No,2026-02
EMP0753,54,Female,Sales,Sales Manager,2,3,74500,No,3,98,4.1,No,2026-04
EMP0754,34,Male,Finance,Accountant,2,1,75000,No,4,75,3.5,No,2026-01
EMP0755,22,Non-binary,Technology,Software Engineer,1,2,55500,Yes,1,58,2.4,No,2026-05
EMP0756,53,Male,Operations,Coordinator,2,3,74500,No,3,52,2.9,No,2026-03
EMP0757,27,Non-binary,Technology,Data Analyst,2,3,78500,No,1,81,4.7,Yes,2026-09
EMP0758,55,Non-binary,Sales,Sales Manager,1,6,53500,No,4,72,2.5,No,2026-03
EMP0759,52,Female,Finance,Accountant,2,2,68500,No,4,87,2.7,No,2026-07
EMP0760,45,Non-binary,Sales,Sales Manager,1,7,48000,Yes,4,66,4.6,Yes,2026-01
EMP0761,47,Male,Sales,Business Development,2,0,73000,No,2,64,2.9,No,2026-02
EMP0762,44,Male,Technology,Software Engineer,1,0,41500,No,2,70,3.1,No,2026-02
EMP0763,53,Non-binary,Operations,Coordinator,4,6,120000,Yes,4,62,2.5,No,2026-02
EMP0764,41,Male,Operations,Operations Analyst,3,5,81000,No,1,68,5,Yes,2026-05
EMP0765,50,Male,Sales,Business Development,1,2,53000,Yes,1,42,3.7,No,2026-01
EMP0766,54,Male,Finance,Financial Analyst,1,0,55500,No,4,86,4.3,No,2026-04
EMP0767,35,Non-binary,Sales,Account Executive,3,4,90000,Yes,1,67,2.7,Yes,2026-06
EMP0768,58,Male,HR,Recruiter,2,5,70000,No,3,80,3.8,No,2026-05
EMP0769,37,Male,Technology,IT Support,2,4,70500,No,3,86,3.2,No,2026-06
EMP0770,57,Female,Technology,IT Support,3,2,90500,No,3,62,3.3,No,2026-12
EMP0771,38,Male,Sales,Business Development,3,6,102000,No,1,62,3.1,No,2026-01
EMP0772,48,Non-binary,Sales,Account Executive,2,3,74000,No,3,66,4.8,No,2026-03
EMP0773,47,Non-binary,Finance,Accountant,3,6,103500,Yes,1,59,3.5,No,2026-02
EMP0774,50,Female,Technology,Data Analyst,3,5,102500,No,3,85,3.2,No,2026-06
EMP0775,58,Male,Sales,Sales Manager,2,4,72500,No,2,66,2.9,No,2026-05
EMP0776,55,Female,Technology,Data Analyst,1,0,46000,No,3,81,4.2,No,2026-05
EMP0777,49,Female,Finance,Finance Manager,2,9,84500,No,3,75,2.5,Yes,2026-04
EMP0778,53,Female,Operations,Coordinator,3,1,95500,No,3,59,3.3,No,2026-06
EMP0779,55,Non-binary,Finance,Finance Manager,1,3,55500,No,2,48,3.7,No,2026-09
EMP0780,29,Non-binary,Operations,Operations Analyst,3,7,97500,No,1,69,2.7,No,2026-08
EMP0781,25,Male,Sales,Account Executive,3,5,91500,No,4,80,2.6,No,2026-11
EMP0782,38,Male,Operations,Operations Analyst,2,3,52500,Yes,4,64,4.3,No,2026-01
EMP0783,41,Female,HR,Recruiter,4,7,107500,No,3,83,4.5,No,2026-12
EMP0784,27,Male,Finance,Financial Analyst,3,2,89500,No,1,64,4.2,No,2026-02
EMP0785,51,Male,Technology,Data Analyst,2,2,70000,No,4,76,3.3,No,2026-09
EMP0786,57,Male,Sales,Sales Manager,2,7,81500,Yes,2,83,4.5,Yes,2026-11
EMP0787,44,Female,HR,HR Analyst,1,1,39500,No,3,94,3.2,No,2026-04
EMP0788,44,Male,Finance,Accountant,3,9,101000,No,4,98,3.8,No,2026-09
EMP0789,45,Female,Finance,Financial Analyst,2,0,78000,Yes,2,57,2.9,Yes,2026-02
EMP0790,56,Non-binary,Operations,Operations Analyst,2,2,87000,No,3,61,4.3,No,2026-09
EMP0791,24,Non-binary,Sales,Account Executive,2,4,73500,No,3,71,4.6,Yes,2026-06
EMP0792,57,Male,HR,HR Business Partner,1,5,58000,No,2,81,4.2,No,2026-09
EMP0793,27,Non-binary,Operations,Coordinator,2,4,78500,Yes,1,62,3.3,Yes,2026-03
EMP0794,51,Male,Operations,Operations Analyst,2,3,73000,No,3,90,3.6,No,2026-07
EMP0795,46,Male,Finance,Financial Analyst,1,0,62000,No,3,66,3.2,No,2026-04
EMP0796,40,Non-binary,Finance,Accountant,2,3,76500,No,3,52,3.6,No,2026-07
EMP0797,25,Male,Finance,Finance Manager,4,4,122500,No,3,78,3.3,No,2026-06
EMP0798,48,Male,Sales,Account Executive,2,5,75500,Yes,1,55,3.9,No,2026-04
EMP0799,36,Female,Finance,Financial Analyst,1,0,43500,No,4,70,3.6,Yes,2026-04
EMP0800,37,Male,Technology,IT Support,3,6,97500,No,4,98,3.2,No,2026-08
EMP0801,44,Male,Sales,Sales Manager,2,4,71500,No,2,74,3.0,No,2026-10
EMP0802,30,Male,Sales,Sales Manager,1,4,50000,No,1,71,3.4,Yes,2026-05
EMP0803,57,Male,Operations,Operations Analyst,3,7,101500,No,4,83,3.2,No,2026-09
EMP0804,39,Male,HR,HR Analyst,2,3,73500,No,4,91,3.8,No,2026-02
EMP0805,44,Female,Sales,Sales Manager,1,2,51000,No,2,87,3.0,No,2026-03
EMP0806,35,Female,HR,Recruiter,2,6,83000,Yes,1,72,4.3,No,2026-04
EMP0807,48,Female,Operations,Operations Analyst,2,3,92000,No,4,79,4.4,No,2026-07
EMP0808,28,Female,Technology,Software Engineer,3,3,103500,No,4,65,2.4,No,2026-02
EMP0809,47,Non-binary,Technology,Software Engineer,3,1,92500,No,4,81,4.0,No,2026-10
EMP0810,49,Non-binary,Sales,Sales Manager,2,6,81000,No,3,81,3.6,No,2026-04
EMP0811,23,Male,Technology,Software Engineer,2,2,89500,No,4,91,4.9,No,2026-11
EMP0812,51,Non-binary,Technology,IT Support,4,6,117000,Yes,3,88,3.9,Yes,2026-02
EMP0813,26,Female,Sales,Business Development,4,6,123000,No,4,90,4.0,No,2026-03
EMP0814,46,Female,Sales,Business Development,1,1,46000,No,4,80,3.8,No,2026-07
EMP0815,48,Male,Technology,IT Support,1,2,50000,No,1,71,4.1,No,2026-04
EMP0816,56,Female,Technology,IT Support,2,0,78500,Yes,3,60,3.9,No,2026-07
EMP0817,48,Male,Technology,Software Engineer,2,3,74000,Yes,3,63,1.9,No,2026-09
EMP0818,31,Female,Technology,Data Analyst,2,5,66500,Yes,3,59,2.0,No,2026-07
EMP0819,53,Male,Operations,Operations Analyst,3,6,105000,Yes,1,62,2.4,Yes,2026-07
EMP0820,29,Female,Technology,Software Engineer,1,4,62000,No,3,66,3.5,No,2026-07
EMP0821,49,Non-binary,Technology,Data Analyst,3,3,100500,No,2,78,2.1,No,2026-06
EMP0822,34,Non-binary,Operations,Operations Analyst,4,7,122000,No,1,62,3.8,No,2026-12
EMP0823,44,Male,Technology,IT Support,1,0,50500,No,1,59,3.4,No,2026-12
EMP0824,33,Non-binary,Sales,Business Development,2,3,65000,Yes,4,65,3.1,No,2026-12
EMP0825,39,Female,Operations,Coordinator,2,0,68500,Yes,3,70,3.9,No,2026-12
EMP0826,41,Male,Technology,Software Engineer,3,6,97000,No,3,77,4.2,No,2026-10
EMP0827,26,Male,Operations,Coordinator,3,3,114000,Yes,3,51,2.9,Yes,2026-02
EMP0828,33,Male,Finance,Accountant,2,3,67500,No,3,73,3.2,No,2026-02
EMP0829,30,Male,Technology,IT Support,2,4,81500,No,2,77,3.1,No,2026-10
EMP0830,31,Non-binary,Finance,Finance Manager,2,1,79500,Yes,3,46,3.4,No,2026-12
EMP0831,33,Female,Operations,Coordinator,3,8,98000,Yes,3,59,2.4,No,2026-05
EMP0832,30,Non-binary,Sales,Account Executive,4,2,137000,No,3,66,3.4,No,2026-01
EMP0833,49,Male,Operations,Coordinator,5,4,139000,No,3,85,4.4,No,2026-08
EMP0834,47,Female,Technology,IT Support,1,0,53000,No,3,81,3.2,No,2026-05
EMP0835,50,Male,Technology,IT Support,3,3,91500,No,3,94,3.4,No,2026-05
EMP0836,27,Female,Technology,IT Support,4,7,136000,No,3,85,4.2,No,2026-02
EMP0837,54,Female,Sales,Sales Manager,1,2,63000,Yes,3,71,2.6,No,2026-07
EMP0838,26,Male,Operations,Operations Analyst,1,5,62500,No,3,89,4.7,No,2026-02
EMP0839,45,Non-binary,Finance,Accountant,4,7,131500,No,1,65,4.3,No,2026-01
EMP0840,53,Male,Technology,Software Engineer,3,3,103000,No,1,70,4.2,No,2026-11
EMP0841,25,Male,Finance,Accountant,1,5,55000,No,3,65,3.3,No,2026-07
EMP0842,36,Male,Technology,Data Analyst,2,5,79500,No,2,61,3.6,No,2026-08
EMP0843,49,Female,Technology,IT Support,3,6,105000,Yes,3,60,2.6,No,2026-11
EMP0844,38,Male,Operations,Team Lead,3,5,95500,Yes,2,64,3.1,No,2026-08
EMP0845,43,Non-binary,Sales,Business Development,1,1,40500,No,2,68,3.2,No,2026-04
EMP0846,31,Female,Sales,Account Executive,1,3,41000,No,3,74,2.2,No,2026-03
EMP0847,57,Non-binary,HR,Recruiter,3,2,95500,No,2,73,2.7,No,2026-12
EMP0848,51,Non-binary,Sales,Sales Manager,2,0,64000,No,2,54,3.3,Yes,2026-03
EMP0849,24,Female,Sales,Sales Manager,3,4,90000,No,2,69,2.7,No,2026-07
EMP0850,33,Male,Operations,Operations Analyst,4,5,119000,No,4,83,4.4,No,2026-08
EMP0851,40,Non-binary,Operations,Team Lead,1,0,45500,No,1,54,3.3,No,2026-07
EMP0852,42,Male,Operations,Operations Analyst,3,8,106500,No,3,56,4.0,No,2026-07
EMP0853,27,Non-binary,Operations,Team Lead,3,1,93500,No,2,66,3.4,No,2026-10
EMP0854,26,Non-binary,Sales,Business Development,2,2,85500,No,1,56,3.3,Yes,2026-09
EMP0855,30,Female,Finance,Accountant,1,0,55000,No,3,67,3.8,No,2026-12
EMP0856,55,Female,Technology,IT Support,4,2,107500,Yes,2,49,4.4,No,2026-09
EMP0857,57,Female,Sales,Account Executive,5,9,146000,No,4,71,3.6,No,2026-09
EMP0858,35,Female,Operations,Operations Analyst,2,4,79500,No,3,75,4.2,No,2026-01
EMP0859,58,Non-binary,Finance,Accountant,1,1,53500,Yes,1,35,2.7,No,2026-04
EMP0860,49,Female,Technology,Data Analyst,2,6,76500,Yes,3,72,1.9,No,2026-03
EMP0861,57,Non-binary,Technology,Data Analyst,5,13,153500,No,3,54,4.3,No,2026-09
EMP0862,40,Non-binary,Technology,Software Engineer,2,3,70500,No,4,91,3.5,No,2026-01
EMP0863,46,Non-binary,Finance,Finance Manager,4,12,131500,No,3,87,4.8,No,2026-04
EMP0864,33,Male,Sales,Sales Manager,3,6,101000,No,3,71,3.5,No,2026-03
EMP0865,56,Male,Sales,Business Development,3,8,100500,Yes,3,62,2.4,No,2026-01
EMP0866,39,Non-binary,Technology,IT Support,1,4,48000,Yes,4,79,2.7,No,2026-10
EMP0867,49,Female,Operations,Team Lead,3,5,98000,Yes,2,55,3.3,No,2026-07
EMP0868,56,Male,Operations,Coordinator,3,0,105000,No,3,91,2.7,No,2026-11
EMP0869,38,Female,Technology,Data Analyst,2,4,70500,No,4,77,4.4,No,2026-08
EMP0870,31,Male,Sales,Account Executive,2,3,77500,Yes,3,68,3.0,Yes,2026-09
EMP0871,36,Male,Technology,Data Analyst,2,5,66500,No,2,54,3.0,Yes,2026-09
EMP0872,30,Male,Technology,IT Support,1,3,51000,No,4,96,3.2,Yes,2026-11
EMP0873,25,Non-binary,Finance,Finance Manager,3,5,97500,Yes,3,72,4.9,No,2026-12
EMP0874,42,Male,Sales,Sales Manager,1,0,61500,No,3,90,2.3,Yes,2026-05
EMP0875,43,Male,Operations,Coordinator,3,2,86000,No,2,66,3.3,No,2026-10
EMP0876,27,Male,Operations,Team Lead,4,4,127000,No,4,86,4.2,No,2026-06
EMP0877,33,Male,Technology,IT Support,4,7,121000,Yes,3,67,2.7,No,2026-10
EMP0878,55,Non-binary,Technology,IT Support,4,7,116000,No,3,65,4.3,No,2026-09
EMP0879,32,Non-binary,Sales,Account Executive,1,5,51000,No,1,70,3.4,No,2026-10
EMP0880,43,Non-binary,Technology,Software Engineer,3,5,97000,No,3,66,3.8,No,2026-10
EMP0881,50,Female,Finance,Accountant,3,8,97500,Yes,4,82,3.1,No,2026-02
EMP0882,46,Female,Operations,Team Lead,1,0,45000,Yes,4,77,2.9,No,2026-04
EMP0883,28,Non-binary,Operations,Operations Analyst,1,0,49000,No,3,77,3.9,No,2026-03
EMP0884,54,Non-binary,Sales,Business Development,2,0,76000,No,4,84,2.8,No,2026-07
EMP0885,23,Non-binary,Operations,Team Lead,2,0,81500,No,1,72,4.1,No,2026-11
